date,sku,quantity_sold,promotion
2024-12-09,SKU-001,52.0,False
2024-12-10,SKU-001,44.0,False
2024-12-11,SKU-001,43.0,False
2024-12-12,SKU-001,52.0,False
2024-12-13,SKU-001,51.0,False
2024-12-14,SKU-001,59.0,False
2024-12-15,SKU-001,22.0,False
2024-12-16,SKU-001,53.0,False
2024-12-17,SKU-001,66.0,False
2024-12-18,SKU-001,39.0,False
2024-12-19,SKU-001,46.0,False
2024-12-20,SKU-001,35.0,False
2024-12-21,SKU-001,72.0,False
2024-12-22,SKU-001,45.0,False
2024-12-23,SKU-001,58.0,False
2024-12-24,SKU-001,44.0,False
2024-12-25,SKU-001,36.0,False
2024-12-26,SKU-001,51.0,False
2024-12-27,SKU-001,56.0,False
2024-12-28,SKU-001,76.0,False
2024-12-29,SKU-001,53.0,False
2024-12-30,SKU-001,50.0,False
2024-12-31,SKU-001,34.0,False
2025-01-01,SKU-001,70.0,False
2025-01-02,SKU-001,30.0,False
2025-01-03,SKU-001,49.0,False
2025-01-04,SKU-001,68.0,False
2025-01-05,SKU-001,46.0,False
2025-01-06,SKU-001,55.0,False
2025-01-07,SKU-001,65.0,False
2025-01-08,SKU-001,56.0,False
2025-01-09,SKU-001,49.0,False
2025-01-10,SKU-001,47.0,False
2025-01-11,SKU-001,51.0,False
2025-01-12,SKU-001,53.0,False
2025-01-13,SKU-001,57.0,False
2025-01-14,SKU-001,43.0,False
2025-01-15,SKU-001,38.0,False
2025-01-16,SKU-001,44.0,False
2025-01-17,SKU-001,49.0,False
2025-01-18,SKU-001,61.0,False
2025-01-19,SKU-001,73.0,False
2025-01-20,SKU-001,51.0,False
2025-01-21,SKU-001,36.0,False
2025-01-22,SKU-001,44.0,False
2025-01-23,SKU-001,35.0,False
2025-01-24,SKU-001,47.0,False
2025-01-25,SKU-001,44.0,False
2025-01-26,SKU-001,48.0,False
2025-01-27,SKU-001,33.0,False
2025-01-28,SKU-001,41.0,False
2025-01-29,SKU-001,104.0,True
2025-01-30,SKU-001,54.0,False
2025-01-31,SKU-001,58.0,False
2025-02-01,SKU-001,38.0,False
2025-02-02,SKU-001,60.0,False
2025-02-03,SKU-001,40.0,False
2025-02-04,SKU-001,48.0,False
2025-02-05,SKU-001,75.0,False
2025-02-06,SKU-001,47.0,False
2025-02-07,SKU-001,57.0,False
2025-02-08,SKU-001,49.0,False
2025-02-09,SKU-001,64.0,False
2025-02-10,SKU-001,57.0,False
2025-02-11,SKU-001,52.0,False
2025-02-12,SKU-001,36.0,False
2025-02-13,SKU-001,51.0,False
2025-02-14,SKU-001,44.0,False
2025-02-15,SKU-001,85.0,False
2025-02-16,SKU-001,58.0,False
2025-02-17,SKU-001,62.0,False
2025-02-18,SKU-001,101.0,True
2025-02-19,SKU-001,65.0,False
2025-02-20,SKU-001,59.0,False
2025-02-21,SKU-001,54.0,False
2025-02-22,SKU-001,59.0,False
2025-02-23,SKU-001,55.0,False
2025-02-24,SKU-001,44.0,False
2025-02-25,SKU-001,59.0,True
2025-02-26,SKU-001,54.0,True
2025-02-27,SKU-001,36.0,False
2025-02-28,SKU-001,30.0,False
2025-03-01,SKU-001,50.0,False
2025-03-02,SKU-001,66.0,False
2025-03-03,SKU-001,59.0,False
2025-03-04,SKU-001,40.0,False
2025-03-05,SKU-001,53.0,False
2025-03-06,SKU-001,45.0,False
2025-03-07,SKU-001,70.0,False
2025-03-08,SKU-001,57.0,False
2025-03-09,SKU-001,50.0,False
2025-03-10,SKU-001,56.0,False
2025-03-11,SKU-001,50.0,False
2025-03-12,SKU-001,46.0,False
2025-03-13,SKU-001,36.0,False
2025-03-14,SKU-001,50.0,False
2025-03-15,SKU-001,63.0,False
2025-03-16,SKU-001,45.0,False
2025-03-17,SKU-001,57.0,False
2025-03-18,SKU-001,45.0,False
2025-03-19,SKU-001,47.0,False
2025-03-20,SKU-001,58.0,False
2025-03-21,SKU-001,46.0,False
2025-03-22,SKU-001,63.0,False
2025-03-23,SKU-001,51.0,False
2025-03-24,SKU-001,42.0,False
2025-03-25,SKU-001,44.0,False
2025-03-26,SKU-001,33.0,False
2025-03-27,SKU-001,60.0,False
2025-03-28,SKU-001,41.0,False
2025-03-29,SKU-001,72.0,False
2025-03-30,SKU-001,42.0,False
2025-03-31,SKU-001,40.0,False
2025-04-01,SKU-001,39.0,False
2025-04-02,SKU-001,51.0,False
2025-04-03,SKU-001,52.0,False
2025-04-04,SKU-001,54.0,False
2025-04-05,SKU-001,60.0,False
2025-04-06,SKU-001,40.0,False
2025-04-07,SKU-001,41.0,False
2025-04-08,SKU-001,76.0,False
2025-04-09,SKU-001,45.0,False
2025-04-10,SKU-001,45.0,False
2025-04-11,SKU-001,52.0,False
2025-04-12,SKU-001,67.0,False
2025-04-13,SKU-001,38.0,False
2025-04-14,SKU-001,45.0,False
2025-04-15,SKU-001,57.0,False
2025-04-16,SKU-001,49.0,False
2025-04-17,SKU-001,50.0,False
2025-04-18,SKU-001,52.0,False
2025-04-19,SKU-001,45.0,False
2025-04-20,SKU-001,43.0,False
2025-04-21,SKU-001,39.0,False
2025-04-22,SKU-001,44.0,False
2025-04-23,SKU-001,62.0,False
2025-04-24,SKU-001,49.0,False
2025-04-25,SKU-001,54.0,False
2025-04-26,SKU-001,69.0,False
2025-04-27,SKU-001,42.0,False
2025-04-28,SKU-001,26.0,False
2025-04-29,SKU-001,84.0,True
2025-04-30,SKU-001,57.0,False
2025-05-01,SKU-001,52.0,False
2025-05-02,SKU-001,55.0,False
2025-05-03,SKU-001,36.0,False
2025-05-04,SKU-001,71.0,False
2025-05-05,SKU-001,41.0,False
2025-05-06,SKU-001,55.0,False
2025-05-07,SKU-001,38.0,False
2025-05-08,SKU-001,37.0,False
2025-05-09,SKU-001,67.0,False
2025-05-10,SKU-001,48.0,False
2025-05-11,SKU-001,70.0,False
2025-05-12,SKU-001,35.0,False
2025-05-13,SKU-001,51.0,False
2025-05-14,SKU-001,62.0,False
2025-05-15,SKU-001,60.0,False
2025-05-16,SKU-001,40.0,False
2025-05-17,SKU-001,57.0,False
2025-05-18,SKU-001,51.0,False
2025-05-19,SKU-001,60.0,False
2025-05-20,SKU-001,38.0,False
2025-05-21,SKU-001,51.0,False
2025-05-22,SKU-001,48.0,False
2025-05-23,SKU-001,43.0,False
2025-05-24,SKU-001,46.0,False
2025-05-25,SKU-001,43.0,False
2025-05-26,SKU-001,48.0,False
2025-05-27,SKU-001,42.0,False
2025-05-28,SKU-001,53.0,False
2025-05-29,SKU-001,47.0,False
2025-05-30,SKU-001,44.0,False
2025-05-31,SKU-001,76.0,False
2025-06-01,SKU-001,46.0,False
2025-06-02,SKU-001,67.0,True
2025-06-03,SKU-001,44.0,False
2025-06-04,SKU-001,35.0,False
2025-06-05,SKU-001,32.0,False
2025-06-06,SKU-001,53.0,False
2025-06-07,SKU-001,65.0,False
2025-06-08,SKU-001,36.0,False
2025-06-09,SKU-001,46.0,False
2025-06-10,SKU-001,47.0,False
2025-06-11,SKU-001,41.0,False
2025-06-12,SKU-001,46.0,False
2025-06-13,SKU-001,34.0,False
2025-06-14,SKU-001,63.0,False
2025-06-15,SKU-001,45.0,False
2025-06-16,SKU-001,53.0,False
2025-06-17,SKU-001,33.0,False
2025-06-18,SKU-001,109.0,True
2025-06-19,SKU-001,61.0,False
2025-06-20,SKU-001,41.0,False
2025-06-21,SKU-001,69.0,False
2025-06-22,SKU-001,40.0,False
2025-06-23,SKU-001,60.0,False
2024-01-01,SKU-002,8.0,False
2024-01-02,SKU-002,8.0,False
2024-01-03,SKU-002,9.0,True
2024-01-04,SKU-002,24.0,False
2024-01-05,SKU-002,26.0,False
2024-01-06,SKU-002,11.0,False
2024-01-07,SKU-002,7.0,False
2024-01-08,SKU-002,11.0,False
2024-01-09,SKU-002,16.0,False
2024-01-10,SKU-002,12.0,False
2024-01-11,SKU-002,10.0,False
2024-01-12,SKU-002,18.0,False
2024-01-13,SKU-002,23.0,False
2024-01-14,SKU-002,22.0,False
2024-01-15,SKU-002,15.0,False
2024-01-16,SKU-002,10.0,False
2024-01-17,SKU-002,19.0,False
2024-01-18,SKU-002,12.0,False
2024-01-19,SKU-002,15.0,False
2024-01-20,SKU-002,18.0,False
2024-01-21,SKU-002,11.0,True
2024-01-22,SKU-002,5.0,False
2024-01-23,SKU-002,3.0,False
2024-01-24,SKU-002,12.0,False
2024-01-25,SKU-002,19.0,False
2024-01-26,SKU-002,15.0,False
2024-01-27,SKU-002,22.0,False
2024-01-28,SKU-002,21.0,False
2024-01-29,SKU-002,21.0,False
2024-01-30,SKU-002,14.0,False
2024-01-31,SKU-002,18.0,False
2024-02-01,SKU-002,9.0,False
2024-02-02,SKU-002,30.0,False
2024-02-03,SKU-002,19.0,False
2024-02-04,SKU-002,11.0,False
2024-02-05,SKU-002,11.0,False
2024-02-06,SKU-002,20.0,False
2024-02-07,SKU-002,18.0,False
2024-02-08,SKU-002,22.0,True
2024-02-09,SKU-002,20.0,False
2024-02-10,SKU-002,6.0,False
2024-02-11,SKU-002,14.0,False
2024-02-12,SKU-002,13.0,False
2024-02-13,SKU-002,8.0,False
2024-02-14,SKU-002,32.0,False
2024-02-15,SKU-002,10.0,False
2024-02-16,SKU-002,14.0,False
2024-02-17,SKU-002,11.0,False
2024-02-18,SKU-002,4.0,False
2024-02-19,SKU-002,15.0,False
2024-02-20,SKU-002,20.0,False
2024-02-21,SKU-002,10.0,False
2024-02-22,SKU-002,9.0,False
2024-02-23,SKU-002,27.0,False
2024-02-24,SKU-002,24.0,False
2024-02-25,SKU-002,11.0,False
2024-02-26,SKU-002,9.0,False
2024-02-27,SKU-002,17.0,False
2024-02-28,SKU-002,5.0,False
2024-02-29,SKU-002,9.0,False
2024-03-01,SKU-002,10.0,False
2024-03-02,SKU-002,19.0,False
2024-03-03,SKU-002,10.0,False
2024-03-04,SKU-002,7.0,False
2024-03-05,SKU-002,15.0,False
2024-03-06,SKU-002,8.0,False
2024-03-07,SKU-002,14.0,False
2024-03-08,SKU-002,13.0,False
2024-03-09,SKU-002,22.0,False
2024-03-10,SKU-002,19.0,False
2024-03-11,SKU-002,15.0,False
2024-03-12,SKU-002,27.0,False
2024-03-13,SKU-002,13.0,False
2024-03-14,SKU-002,15.0,False
2024-03-15,SKU-002,16.0,False
2024-03-16,SKU-002,10.0,False
2024-03-17,SKU-002,12.0,False
2024-03-18,SKU-002,8.0,False
2024-03-19,SKU-002,12.0,False
2024-03-20,SKU-002,13.0,False
2024-03-21,SKU-002,14.0,False
2024-03-22,SKU-002,11.0,False
2024-03-23,SKU-002,6.0,False
2024-03-24,SKU-002,21.0,False
2024-03-25,SKU-002,8.0,False
2024-03-26,SKU-002,8.0,False
2024-03-27,SKU-002,18.0,False
2024-03-28,SKU-002,18.0,False
2024-03-29,SKU-002,9.0,False
2024-03-30,SKU-002,26.0,False
2024-03-31,SKU-002,17.0,False
2024-04-01,SKU-002,7.0,False
2024-04-02,SKU-002,10.0,False
2024-04-03,SKU-002,14.0,False
2024-04-04,SKU-002,13.0,False
2024-04-05,SKU-002,16.0,False
2024-04-06,SKU-002,18.0,False
2024-04-07,SKU-002,17.0,False
2024-04-08,SKU-002,12.0,False
2024-04-09,SKU-002,15.0,False
2024-04-10,SKU-002,12.0,False
2024-04-11,SKU-002,10.0,False
2024-04-12,SKU-002,22.0,False
2024-04-13,SKU-002,22.0,False
2024-04-14,SKU-002,18.0,False
2024-04-15,SKU-002,11.0,False
2024-04-16,SKU-002,20.0,False
2024-04-17,SKU-002,13.0,False
2024-04-18,SKU-002,16.0,False
2024-04-19,SKU-002,28.0,False
2024-04-20,SKU-002,18.0,False
2024-04-21,SKU-002,13.0,False
2024-04-22,SKU-002,11.0,False
2024-04-23,SKU-002,17.0,False
2024-04-24,SKU-002,19.0,False
2024-04-25,SKU-002,9.0,False
2024-04-26,SKU-002,12.0,False
2024-04-27,SKU-002,8.0,False
2024-04-28,SKU-002,17.0,True
2024-04-29,SKU-002,7.0,False
2024-04-30,SKU-002,13.0,False
2024-05-01,SKU-002,11.0,False
2024-05-02,SKU-002,16.0,False
2024-05-03,SKU-002,10.0,False
2024-05-04,SKU-002,11.0,False
2024-05-05,SKU-002,14.0,False
2024-05-06,SKU-002,18.0,False
2024-05-07,SKU-002,17.0,False
2024-05-08,SKU-002,17.0,False
2024-05-09,SKU-002,24.0,False
2024-05-10,SKU-002,10.0,False
2024-05-11,SKU-002,10.0,False
2024-05-12,SKU-002,10.0,False
2024-05-13,SKU-002,18.0,False
2024-05-14,SKU-002,5.0,False
2024-05-15,SKU-002,17.0,False
2024-05-16,SKU-002,7.0,False
2024-05-17,SKU-002,13.0,False
2024-05-18,SKU-002,6.0,False
2024-05-19,SKU-002,15.0,False
2024-05-20,SKU-002,17.0,False
2024-05-21,SKU-002,18.0,False
2024-05-22,SKU-002,11.0,False
2024-05-23,SKU-002,15.0,False
2024-05-24,SKU-002,10.0,False
2024-05-25,SKU-002,17.0,False
2024-05-26,SKU-002,16.0,False
2024-05-27,SKU-002,17.0,False
2024-05-28,SKU-002,17.0,False
2024-05-29,SKU-002,13.0,False
2024-05-30,SKU-002,14.0,False
2024-05-31,SKU-002,36.0,True
2024-06-01,SKU-002,16.0,False
2024-06-02,SKU-002,12.0,False
2024-06-03,SKU-002,16.0,False
2024-06-04,SKU-002,11.0,False
2024-06-05,SKU-002,11.0,False
2024-06-06,SKU-002,13.0,False
2024-06-07,SKU-002,11.0,False
2024-06-08,SKU-002,10.0,False
2024-06-09,SKU-002,21.0,False
2024-06-10,SKU-002,17.0,False
2024-06-11,SKU-002,7.0,False
2024-06-12,SKU-002,15.0,False
2024-06-13,SKU-002,14.0,False
2024-06-14,SKU-002,17.0,False
2024-06-15,SKU-002,16.0,False
2024-06-16,SKU-002,10.0,False
2024-06-17,SKU-002,11.0,False
2024-06-18,SKU-002,3.0,False
2024-06-19,SKU-002,8.0,False
2024-06-20,SKU-002,12.0,False
2024-06-21,SKU-002,12.0,False
2024-06-22,SKU-002,25.0,False
2024-06-23,SKU-002,19.0,False
2024-06-24,SKU-002,21.0,False
2024-06-25,SKU-002,12.0,False
2024-06-26,SKU-002,15.0,False
2024-06-27,SKU-002,7.0,False
2024-06-28,SKU-002,7.0,False
2024-06-29,SKU-002,2.0,False
2024-06-30,SKU-002,12.0,False
2024-07-01,SKU-002,11.0,False
2024-07-02,SKU-002,25.0,False
2024-07-03,SKU-002,12.0,False
2024-07-04,SKU-002,6.0,False
2024-07-05,SKU-002,6.0,False
2024-07-06,SKU-002,17.0,False
2024-07-07,SKU-002,1.0,False
2024-07-08,SKU-002,18.0,False
2024-07-09,SKU-002,22.0,False
2024-07-10,SKU-002,16.0,False
2024-07-11,SKU-002,13.0,False
2024-07-12,SKU-002,18.0,False
2024-07-13,SKU-002,17.0,False
